,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,APPEARANCES,YEAR,STUDIO
210,Jessica Jones (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,195,1963,MARVEL
211,Frederick Dukes (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,194,1964,MARVEL
212,Eric Brooks (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,194,1973,MARVEL
213,Eros (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,193,1973,MARVEL
214,Madison Jeffries (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,193,1983,MARVEL
215,Mandarin (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,190,1964,MARVEL
216,The Wizard (Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,Heterosexual,189,1962,MARVEL
217,Akihiro (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Bisexual Characters,189,2006,MARVEL
218,Sergei Kravinoff (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,188,1964,MARVEL
219,Jonothon Starsmore (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,187,1994,MARVEL
220,Helmut Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,184,1973,MARVEL
221,Victor Borkowski (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,184,2003,MARVEL
222,Edward Leeds (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,181,1964,MARVEL
223,Ultron (Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Heterosexual,181,1968,MARVEL
224,Douglas Ramsey (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,181,1984,MARVEL
225,Quentin Beck (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Heterosexual,180,1964,MARVEL
226,Herbert Wyndham (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,179,1966,MARVEL
227,Julian Keller (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,179,2003,MARVEL
228,Jack Russell (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,178,1972,MARVEL
229,Celeste Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,177,2001,MARVEL
230,Valentina Allegra de Fontaine (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,176,1967,MARVEL
231,Ophelia Sarkissian (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Heterosexual,175,1969,MARVEL
232,Colleen Wing (Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,Heterosexual,175,1974,MARVEL
233,Irma Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,175,2001,MARVEL
234,Sebastian Shaw (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,174,1980,MARVEL
235,Phoebe Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,174,2001,MARVEL
236,Sage (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,172,1980,MARVEL
237,Valeria Richards (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,171,2002,MARVEL
238,Donald Blake (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,170,1962,MARVEL
239,Hela (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Heterosexual,170,1964,MARVEL
240,Lilandra Neramani (Earth-616),No Dual Identity,Good Characters,Orange Eyes,Black Hair,Female Characters,Heterosexual,170,1976,MARVEL
241,Henry Gyrich (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,Heterosexual,170,1977,MARVEL
242,Dwayne Taylor (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,169,1989,MARVEL
243,Harold Hogan (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,166,1963,MARVEL
245,Christopher Powell (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,165,1991,MARVEL
246,Harvey Elder (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Heterosexual,164,1961,MARVEL
247,Wolfgang von Strucker (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Heterosexual,164,1964,MARVEL
248,Dirk Garthwaite (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,164,1968,MARVEL
249,Pip Gofern (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,Heterosexual,163,1975,MARVEL
250,Tony Masters (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,163,1980,MARVEL
251,David Lieberman (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,Heterosexual,163,1987,MARVEL
252,James Hudson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,161,1978,MARVEL
253,Miles Warren (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual,160,1965,MARVEL
254,Kallark (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,Heterosexual,160,1977,MARVEL
255,En Sabah Nur (Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,160,1986,MARVEL
256,Shiro Yoshida (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,158,1970,MARVEL
257,Silver Sablinova (Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,Heterosexual,158,1985,MARVEL
258,Elvin Haliday (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Heterosexual,158,1990,MARVEL
260,Calvin Zabo (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,157,1963,MARVEL
261,Frederick Myers (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,157,1966,MARVEL
262,Mantis (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Heterosexual,156,1973,MARVEL
263,Marlene Alraune (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,156,1976,MARVEL
264,Rachel Leighton (Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,Heterosexual,156,1985,MARVEL
265,Veranke (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,Heterosexual,156,2005,MARVEL
266,Nathaniel Essex (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,155,1987,MARVEL
267,Anthony Druid (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Heterosexual,153,1961,MARVEL
268,Cassandra Lang (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,153,1979,MARVEL
269,Beta Ray Bill (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Heterosexual,153,1983,MARVEL
270,Samuel Sterns (Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,152,1964,MARVEL
271,Leech (Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,Heterosexual,152,1984,MARVEL
272,Glenn Talbot (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,151,1964,MARVEL
273,Bug (Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Male Characters,Heterosexual,151,1979,MARVEL
274,Peter Petruski (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Heterosexual,150,1963,MARVEL
275,Julie Power (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Pansexual Characters,150,1984,MARVEL
276,Giuletta Nefaria (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,Heterosexual,149,1968,MARVEL
277,Robert Ralston (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,148,1963,MARVEL
278,Maximus (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,147,1966,MARVEL
279,Genis-Vell (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,147,1993,MARVEL
280,Hisako Ichiki (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Heterosexual,147,2004,MARVEL
281,Dmitri Smerdyakov (Earth-616),Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,Heterosexual,146,1963,MARVEL
282,Eliot Franklin (Thunderball) (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,146,1974,MARVEL
283,X-51 (Earth-616),Known to Authorities Identity,Good Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,146,1977,MARVEL
284,Madelyne Pryor (Earth-616),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,Heterosexual,146,1983,MARVEL
285,Adolf Hitler (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,145,1940,MARVEL
286,Herman Schultz (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,145,1967,MARVEL
287,Noriko Ashida (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,145,2004,MARVEL
288,Chen Lu (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Heterosexual,144,1963,MARVEL
289,Ulysses Klaw (Earth-616),Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,Heterosexual,143,1966,MARVEL
290,Cessily Kincaid (Earth-616),Secret Identity,Good Characters,Silver Eyes,Red Hair,Female Characters,Heterosexual,143,2003,MARVEL
291,Kyle Gibney (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,142,1983,MARVEL
292,Jack Monroe (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,141,1953,MARVEL
293,Madeline Joyce (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,140,1943,MARVEL
294,George Tarleton (Earth-616),Public Identity,Bad Characters,White Eyes,Brown Hair,Male Characters,Heterosexual,140,1967,MARVEL
295,Jocasta (Earth-616),No Dual Identity,Good Characters,Red Eyes,No Hair,Female Characters,Heterosexual,140,1977,MARVEL
296,Peter Wisdom (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,140,1995,MARVEL
297,Jeffrey Mace (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,139,1940,MARVEL
298,Aquaria Neptunia (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,139,1947,MARVEL
299,Dragon Man (Earth-616),No Dual Identity,Good Characters,Grey Eyes,No Hair,Male Characters,Heterosexual,139,1965,MARVEL
300,Narya (Earth-616),Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,Heterosexual,138,1979,MARVEL
301,Burglar (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,137,1962,MARVEL
302,Dino Manelli (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,137,1963,MARVEL
303,Peter Parker (Kaine) (Earth-616),Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,Heterosexual,137,1994,MARVEL
304,Nightmare (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,136,1963,MARVEL
305,Ronan (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,136,1967,MARVEL
306,Thomas Halloway (Earth-616),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Heterosexual,135,1939,MARVEL
307,Jasper Sitwell (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,134,1966,MARVEL
308,Frank Payne (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Bald,Male Characters,Heterosexual,134,1977,MARVEL
309,Paladin (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,134,1978,MARVEL
311,Mad Thinker (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,133,1963,MARVEL
312,Brian Calusky (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,133,1974,MARVEL
313,Arthur Maddicks (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Heterosexual,133,1986,MARVEL
315,Isadore Cohen (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,132,1963,MARVEL
316,Dormammu (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Heterosexual,132,1964,MARVEL
317,Makkari (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,Heterosexual,131,1940,MARVEL
318,Marlo Chandler (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Bisexual Characters,131,1988,MARVEL
319,Percival Pinkerton (Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Heterosexual,130,1964,MARVEL
320,Quintavius Quire (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,130,2003,MARVEL
322,Cletus Kasady (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual,129,1991,MARVEL
323,Supreme Intelligence (Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Green Hair,Male Characters,Heterosexual,128,1967,MARVEL
324,Aragorn (Earth-616),No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Heterosexual,128,1968,MARVEL
325,Betty Dean (Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Heterosexual,127,1940,MARVEL
326,Karnilla (Earth-616),Secret Identity,Neutral Characters,Purple Eyes,Black Hair,Female Characters,Heterosexual,127,1964,MARVEL
327,Jacqueline Falsworth (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,127,1976,MARVEL
328,Caliban (Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,Heterosexual,127,1981,MARVEL
329,Isaac Christians (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,127,1981,MARVEL
330,Brock Rumlow (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,126,1989,MARVEL
331,Paul Norbert Ebersol (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,125,1966,MARVEL
332,Annihilus (Earth-616),No Dual Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,Heterosexual,125,1968,MARVEL
333,Red Sonja (Earth-616),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,Heterosexual,125,1973,MARVEL
334,Jonathan Hart (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,125,1976,MARVEL
335,Bambina Arbogast (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,125,1979,MARVEL
336,Sooraya Qadir (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,125,2002,MARVEL
337,Zeus Panhellenios (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,124,1949,MARVEL
338,Randolph Robertson (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,124,1968,MARVEL
339,Yao (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Heterosexual,122,1961,MARVEL
340,Agatha Harkness (Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Heterosexual,122,1970,MARVEL
342,Katherine Bishop (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,122,2005,MARVEL
343,Jason Wyngarde (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Heterosexual,121,1964,MARVEL
344,Walter Newell (Earth-616),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,Heterosexual,121,1967,MARVEL
345,Joanna Cargill (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,121,1986,MARVEL
346,Parker Robbins (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,121,2002,MARVEL
347,Rocket Raccoon (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,120,1976,MARVEL
348,Lyja (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Green Hair,Female Characters,Heterosexual,120,1984,MARVEL
349,Georges Batroc (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,119,1966,MARVEL
350,Wyatt Wingfoot (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,119,1966,MARVEL
351,Henry Camp (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,119,1974,MARVEL
352,Peter Quill (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,119,1976,MARVEL
353,Marrow (Sarah) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,119,1994,MARVEL
354,Vision (Jonas) (Earth-616),Public Identity,Good Characters,Gold Eyes,No Hair,Male Characters,Heterosexual,119,2005,MARVEL
355,William Kaplan (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,119,2005,MARVEL
356,George Stacy (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,118,1968,MARVEL
357,Mari (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,118,1979,MARVEL
358,Todd Arliss (Earth-616),Secret Identity,Bad Characters,Grey Eyes,No Hair,Male Characters,Heterosexual,116,1968,MARVEL
359,Hammerhead (Joseph) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,116,1972,MARVEL
360,Heinrich Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,115,1964,MARVEL
361,Emil Blonsky (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,115,1967,MARVEL
